TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19900108,19900114,25.984,23.357,2.142,27.691,2.757,276.881,368.354,12.075,95.065,5.764,1.764
19900115,19900121,25.715,22.571,2.565,27.776,3.679,364.164,338.358,19.325,94.939,0.437,3.397
19900122,19900128,31.563,28.529,2.122,33.576,3.629,330.631,383.715,21.797,94.481,1.332,2.268
19900129,19900204,27.331,26.04,1.123,28.253,2.323,226.585,396.643,9.447,95.083,4.522,2.54
19900205,19900211,26.965,24.93,1.428,28.471,2.623,258.361,383.25,10.484,95.283,1.085,1.694
19900212,19900218,24.39,22.319,1.631,26.0,2.438,216.65,369.493,9.332,95.476,1.22,1.359
19900219,19900225,25.01,22.946,1.292,26.616,2.207,211.097,368.544,9.869,95.261,2.036,1.984
19900226,19900304,22.631,20.627,1.677,24.232,2.787,203.171,355.626,9.069,95.387,5.268,1.965
19900305,19900311,23.305,21.816,1.38,24.565,2.346,189.224,374.958,7.486,95.275,1.596,1.99
19900312,19900318,22.944,21.518,1.333,24.194,1.801,145.032,380.894,6.228,95.183,3.852,1.844
19900319,19900325,23.301,21.138,1.349,25.351,2.599,201.407,358.651,8.703,95.316,2.092,1.964
19900326,19900401,19.155,17.176,3.05,21.133,3.454,228.031,322.889,8.608,95.013,0.558,2.942
19900402,19900408,21.619,19.731,2.258,23.508,2.747,178.339,352.876,6.964,95.146,1.573,2.114
19900409,19900415,23.021,21.139,2.432,24.902,2.748,169.291,364.994,8.044,95.119,0.361,2.003
19900416,19900422,15.378,13.743,2.317,17.155,2.994,167.565,312.27,7.592,95.346,0.168,2.732
19900423,19900429,15.435,13.373,2.346,17.793,3.533,169.902,308.734,7.028,95.313,0.43,1.45
19900430,19900506,18.4,16.569,1.966,20.565,2.761,135.376,335.694,6.185,95.073,1.106,1.999
19900507,19900513,18.419,17.389,1.492,19.637,1.537,83.327,355.145,4.464,95.262,1.563,2.286
19900514,19900520,11.82,9.98,2.264,14.126,3.385,162.467,270.968,6.98,95.826,0.436,2.341
19900521,19900527,13.421,11.356,2.549,16.075,4.46,159.89,277.317,7.005,95.619,0.0,2.449
19900528,19900603,9.604,8.146,2.14,11.478,3.117,117.02,282.441,5.633,95.351,2.153,2.75
19900604,19900610,11.088,9.101,2.429,13.651,3.995,129.592,284.791,5.518,95.84,0.013,1.764
19900611,19900617,12.607,10.388,2.703,15.712,3.938,142.52,278.582,6.914,95.701,0.041,2.957
19900618,19900624,8.939,7.107,2.837,11.503,3.844,134.224,266.616,6.278,95.743,0.0,2.669
19900625,19900701,12.158,10.254,2.663,14.825,3.566,115.148,299.818,5.183,95.671,0.091,2.451
19900702,19900708,14.235,13.242,1.337,15.625,2.116,100.5,324.618,4.381,95.814,0.739,2.457
19900709,19900715,12.563,10.355,2.487,15.621,3.994,143.237,277.994,7.238,95.568,0.0,2.426
19900716,19900722,6.447,4.707,2.619,8.683,3.113,135.433,267.291,4.842,95.912,0.53,2.4
19900723,19900729,8.903,6.497,2.452,11.746,4.378,161.525,257.28,7.567,96.173,0.009,2.005
19900730,19900805,14.542,11.858,2.973,17.714,4.574,162.136,288.121,9.947,95.592,0.0,3.743
19900806,19900812,21.454,19.361,2.875,23.928,3.74,148.738,340.055,10.906,95.385,0.275,2.855
19900813,19900819,16.672,14.228,2.752,19.56,4.075,179.366,296.596,11.158,95.389,0.172,1.868
19900820,19900826,17.596,15.31,2.58,20.192,3.955,179.082,315.293,10.996,95.947,0.078,2.651
19900827,19900902,10.846,8.641,3.087,13.067,3.826,209.489,271.87,10.724,95.844,0.195,3.063
19900903,19900909,17.621,15.106,2.865,20.135,3.945,189.942,320.155,11.174,95.486,1.005,2.594
19900910,19900916,15.143,12.45,2.707,17.81,3.98,255.932,276.839,13.774,95.688,0.016,3.435
19900917,19900923,12.665,10.516,2.24,14.643,3.027,198.159,301.877,7.33,95.656,1.148,2.311
19900924,19900930,18.727,15.556,3.627,21.644,4.666,259.582,303.661,14.453,95.598,0.548,3.136
19901001,19901007,18.599,17.153,1.171,19.929,2.412,171.992,346.356,9.56,95.246,3.52,2.939
19901008,19901014,19.593,16.562,2.915,22.048,4.17,319.159,301.431,13.317,95.048,0.339,3.182
19901015,19901021,20.71,17.776,2.193,22.991,3.388,208.515,343.587,12.308,95.558,1.286,1.737
19901022,19901028,21.225,19.336,2.301,22.694,2.673,198.184,356.46,7.856,95.37,4.278,2.433
19901029,19901104,21.783,19.618,1.734,23.439,3.074,281.44,343.138,9.596,94.975,2.345,2.731
19901105,19901111,19.995,17.089,2.808,22.07,3.689,309.647,320.79,11.492,95.356,0.626,2.869
19901112,19901118,25.065,22.492,2.763,26.808,3.827,331.052,355.853,12.847,94.838,1.285,2.613
19901119,19901125,26.609,24.033,2.118,28.296,3.06,255.22,370.511,14.259,95.05,4.423,2.646
19901126,19901202,25.723,22.834,2.547,27.616,4.158,391.652,331.17,19.964,95.08,0.255,3.431
19901203,19901209,26.383,23.838,2.676,28.051,3.584,323.132,355.939,18.131,95.003,1.254,3.431
19901210,19901216,24.162,21.683,2.248,25.785,3.318,308.236,348.638,14.942,95.058,1.735,2.909
19901217,19901223,27.393,25.38,2.134,28.687,3.267,282.122,368.091,18.134,94.835,10.101,3.128
19901224,19901231,27.12,24.68,2.251,28.584,3.369,328.781,371.838,15.217,95.255,0.787,3.436
19910101,19910107,26.989,24.975,1.951,28.197,2.836,239.587,385.674,11.509,94.976,5.342,2.773
19910108,19910114,26.507,24.688,1.583,27.697,1.956,246.961,388.522,8.469,95.053,6.93,1.893
19910115,19910121,24.139,21.927,1.925,25.588,2.806,321.009,348.454,12.482,95.232,0.898,2.799
19910122,19910128,25.983,23.894,1.853,27.355,2.609,250.228,372.832,11.951,95.001,2.511,2.776
19910129,19910204,23.425,20.821,2.4,25.286,3.37,326.844,340.121,12.666,95.148,1.784,2.873
19910205,19910211,26.649,23.914,2.463,28.675,3.25,297.102,361.169,13.823,95.219,4.283,2.168
19910212,19910218,24.582,21.94,1.947,26.636,2.865,300.262,353.149,12.06,95.5,1.181,2.168
19910219,19910225,26.764,24.441,1.657,28.571,2.893,270.621,374.214,12.426,95.338,1.704,2.433
19910226,19910304,26.111,24.337,1.736,27.557,2.461,232.969,375.17,9.237,94.907,4.337,2.09
19910305,19910311,26.034,24.732,1.048,27.136,1.871,182.391,388.662,8.596,95.033,2.653,2.628
19910312,19910318,24.842,22.6,1.539,26.809,2.654,220.651,360.811,9.337,95.196,2.215,1.731
19910319,19910325,25.227,23.26,2.075,27.067,2.608,202.026,367.204,9.133,95.063,6.633,2.225
19910326,19910401,22.345,20.724,2.181,23.966,2.673,179.655,350.514,9.629,95.458,2.461,2.616
19910402,19910408,20.393,18.862,1.942,21.924,2.518,158.573,352.774,7.081,95.518,1.789,2.712
19910409,19910415,20.745,19.239,1.587,22.251,2.197,129.489,355.839,5.425,94.944,1.587,1.76
19910416,19910422,16.818,14.927,2.48,18.875,3.217,198.352,304.845,8.049,95.294,0.629,2.757
19910423,19910429,20.811,18.878,2.133,22.951,2.98,151.79,346.745,6.833,95.368,0.768,1.902
19910430,19910506,16.549,15.023,2.355,18.352,2.651,152.306,318.792,6.514,95.443,1.097,2.29
19910507,19910513,16.687,14.683,2.302,19.055,3.382,154.227,311.319,6.028,95.642,1.586,2.047
19910514,19910520,16.728,15.456,1.822,18.295,2.153,99.674,335.273,4.339,95.276,0.616,2.626
19910521,19910527,16.365,14.52,2.494,18.738,3.413,128.009,318.917,4.763,94.998,0.019,2.03
19910528,19910603,15.769,14.743,2.146,17.088,2.429,92.003,335.078,4.478,95.014,1.596,2.192
19910604,19910610,8.983,7.105,2.379,11.429,3.562,143.989,266.608,5.028,95.98,0.007,2.477
19910611,19910617,14.666,13.406,1.5,16.429,2.145,82.379,335.73,3.642,95.362,1.593,1.624
19910618,19910624,10.145,8.66,2.318,12.225,2.955,124.039,279.989,4.489,95.324,0.29,2.396
19910625,19910701,11.611,9.49,2.307,14.58,3.914,131.854,279.348,5.316,95.711,0.0,2.061
19910702,19910708,12.262,10.707,1.949,14.438,2.796,110.657,304.864,4.447,95.594,0.054,2.394
19910709,19910715,7.844,6.548,2.029,9.633,2.334,113.382,289.882,4.356,95.968,0.181,2.19
19910716,19910722,8.115,6.223,1.883,10.547,3.093,133.67,269.28,4.778,95.646,0.368,2.274
19910723,19910729,11.696,9.38,2.91,14.434,4.128,146.252,288.496,5.508,95.113,0.17,2.264
19910730,19910805,5.568,2.983,2.468,8.623,4.233,178.699,240.061,6.857,95.939,0.0,2.306
19910806,19910812,6.991,4.655,2.62,9.752,4.029,177.822,255.743,6.514,95.699,0.185,2.632
19910813,19910819,16.336,14.159,3.33,18.908,3.802,158.286,312.884,8.158,95.449,1.138,2.826
19910820,19910826,14.745,12.912,2.142,16.827,2.979,152.478,316.009,6.206,95.861,2.384,2.049
19910827,19910902,14.791,13.072,2.647,16.546,2.953,145.329,325.468,5.678,95.859,0.687,2.693
19910903,19910909,16.136,13.971,2.783,18.301,3.248,184.616,321.283,6.7,95.634,4.08,3.135
19910910,19910916,18.523,16.367,2.397,20.65,3.174,234.974,312.157,9.911,95.242,0.021,3.305
19910917,19910923,17.688,14.504,2.861,20.617,4.065,255.266,300.911,11.384,95.38,0.158,2.732
19910924,19910930,18.374,15.345,2.934,21.161,4.029,274.954,302.831,13.355,95.209,0.239,2.466
19911001,19911007,13.051,11.096,2.182,14.85,2.58,176.829,310.266,6.373,95.619,2.65,2.311
19911008,19911014,20.622,17.639,2.983,23.075,4.301,313.524,306.96,14.828,94.947,0.114,3.384
19911015,19911021,20.256,16.665,3.093,23.049,4.541,324.839,305.387,18.852,95.489,0.009,3.008
19911022,19911028,20.787,18.568,2.764,22.513,3.323,252.522,331.743,13.51,95.37,2.167,2.475
19911029,19911104,21.028,19.405,1.562,22.275,2.341,192.024,362.881,8.178,95.35,3.743,2.909
19911105,19911111,20.333,17.875,1.857,22.088,2.943,248.883,338.613,9.072,95.287,3.901,2.223
19911112,19911118,20.006,17.471,1.74,21.715,2.862,256.131,343.444,7.959,95.282,2.345,1.704
19911119,19911125,24.682,22.111,2.372,26.366,3.591,301.971,357.736,14.7,94.958,0.638,3.355
19911126,19911202,26.37,24.098,1.914,27.858,3.36,307.189,367.15,14.523,95.119,2.072,2.48
19911203,19911209,24.638,22.578,1.932,25.987,2.944,264.875,367.932,8.992,94.52,5.767,2.258
19911210,19911216,21.98,19.228,2.258,23.783,3.253,337.09,340.388,10.82,94.823,2.244,1.976
19911217,19911223,26.014,23.89,2.316,27.371,2.763,287.599,374.737,9.564,94.682,7.153,1.652
19911224,19911231,23.628,22.324,1.484,24.41,2.006,228.507,372.065,8.161,94.892,3.472,2.609
19920101,19920107,24.392,22.056,2.816,25.794,3.492,313.843,363.197,10.843,94.927,8.016,3.328
19920108,19920114,24.369,22.582,2.441,25.512,2.754,232.772,377.835,8.276,95.1,5.447,2.372
19920115,19920121,26.617,23.324,2.378,28.775,3.895,356.04,359.145,15.043,95.235,0.461,2.464
19920122,19920128,29.454,26.625,1.756,31.363,3.122,301.642,382.893,17.962,95.065,0.273,2.184
19920129,19920204,25.96,23.688,1.857,27.584,2.496,264.229,367.835,11.708,95.028,1.685,1.8
19920205,19920211,24.788,22.999,1.831,26.106,2.623,210.223,376.876,9.398,95.079,6.479,2.34
19920212,19920218,25.779,23.237,1.954,27.756,3.029,267.107,365.536,11.334,95.223,3.297,2.151
19920219,19920225,23.949,21.874,2.028,25.563,2.752,258.182,357.565,10.669,95.14,1.128,2.515
19920226,19920303,25.626,23.374,1.692,27.463,3.186,278.745,354.073,14.85,95.403,0.642,3.174
19920304,19920310,28.149,26.445,1.919,29.591,2.559,203.961,391.852,12.851,94.841,1.602,2.427
19920311,19920317,27.027,25.059,1.703,28.726,2.683,219.197,381.655,10.387,95.073,1.083,2.072
19920318,19920324,23.009,21.136,1.947,24.788,2.807,207.415,349.053,10.126,95.274,1.191,2.501
19920325,19920331,20.687,18.847,1.888,22.528,2.6,168.628,349.561,8.314,95.124,2.305,2.939
19920401,19920407,20.013,18.118,2.269,21.909,2.593,196.626,331.114,8.527,95.283,3.288,2.561
19920408,19920414,19.824,17.413,2.436,22.235,3.692,200.55,326.884,9.372,95.29,0.216,2.538
19920415,19920421,18.585,16.909,1.906,20.406,2.637,144.023,333.95,6.564,94.996,1.567,2.057
19920422,19920428,17.707,15.857,2.011,19.774,2.69,135.078,335.426,6.003,95.246,1.31,2.319
19920429,19920505,15.141,13.401,2.349,17.197,2.879,151.824,309.567,5.792,94.927,0.566,2.936
19920506,19920512,16.612,15.367,1.943,18.083,2.206,103.029,338.292,4.537,95.047,1.612,1.703
19920513,19920519,15.117,13.348,2.548,17.328,3.173,143.297,308.942,5.851,95.233,0.009,1.899
19920520,19920526,13.896,12.159,2.182,16.131,2.834,140.788,300.562,5.383,94.939,0.072,2.576
19920527,19920602,8.682,6.866,2.59,11.019,3.592,138.927,265.018,4.853,95.334,0.298,2.087
19920603,19920609,10.646,9.116,2.392,12.643,3.376,124.171,285.999,4.242,94.781,0.261,2.154
19920610,19920616,13.602,12.082,2.342,15.731,2.704,95.275,322.635,4.291,95.442,0.169,2.377
19920617,19920623,16.248,15.524,1.475,17.261,1.514,68.876,353.861,3.504,95.064,1.374,1.852
19920624,19920630,9.746,8.395,2.046,11.636,2.506,122.033,286.346,4.691,95.356,0.176,2.126
19920701,19920707,7.618,5.728,2.464,10.263,3.405,140.151,261.502,5.275,95.87,0.039,2.919
19920708,19920714,9.639,8.201,1.892,11.624,2.936,107.858,295.149,4.62,95.539,0.173,2.311
19920715,19920721,4.626,2.788,2.44,6.99,3.47,132.193,261.242,4.687,96.356,0.217,1.766
19920722,19920728,7.334,5.086,2.635,9.99,4.191,155.864,259.18,6.491,96.166,0.0,3.165
19920729,19920804,7.486,5.286,2.047,10.087,3.756,161.223,264.292,6.357,96.062,0.027,2.364
19920805,19920811,10.412,7.748,3.386,13.56,4.829,186.994,257.427,10.035,95.936,0.0,3.021
19920812,19920818,15.503,12.564,3.323,18.976,5.165,193.474,290.938,12.309,95.734,0.01,2.108
19920819,19920825,20.231,17.694,3.284,23.108,4.733,204.655,305.907,18.228,95.392,0.0,3.629
19920826,19920901,13.836,12.6,1.979,15.1,2.695,139.041,330.399,6.847,95.554,2.718,2.07
19920902,19920908,14.658,12.632,2.108,16.685,3.326,173.077,310.353,7.531,95.662,0.538,2.655
19920909,19920915,15.808,14.253,1.381,17.33,2.288,151.36,337.087,5.216,95.54,5.406,2.86
19920916,19920922,16.928,14.222,3.437,19.418,4.355,270.991,288.567,11.627,95.13,0.025,3.169
19920923,19920929,17.541,14.172,3.407,20.641,4.605,284.941,290.328,14.726,95.523,0.027,2.658
19920930,19921006,20.864,17.928,3.168,23.564,3.926,292.694,310.133,16.05,95.221,0.2,3.241
19921007,19921013,20.937,17.587,3.814,23.632,4.421,295.689,312.646,16.508,95.45,0.456,2.976
19921014,19921020,19.658,17.144,3.33,21.613,3.672,280.046,313.982,13.755,95.353,1.997,3.018
19921021,19921027,25.043,21.526,3.375,27.778,4.222,316.189,335.114,18.541,94.935,0.597,2.537
19921028,19921103,19.568,16.707,2.401,21.762,4.265,367.168,286.288,20.49,95.086,0.018,3.479
19921104,19921110,21.906,19.007,3.251,23.977,4.494,325.31,316.297,19.969,95.388,1.413,2.814
19921111,19921117,23.548,21.162,3.071,25.163,3.69,269.492,350.259,12.568,95.383,2.26,2.593
19921118,19921124,22.269,20.608,1.684,23.357,2.34,227.247,364.885,9.228,95.111,2.69,2.584
19921125,19921201,21.276,18.975,2.342,22.784,3.17,254.401,346.682,10.304,95.413,3.394,2.687
19921202,19921208,24.043,22.169,1.407,25.271,2.114,228.426,370.095,8.987,95.012,3.857,2.881
19921209,19921215,24.648,22.094,1.939,26.322,3.132,310.393,356.714,12.153,95.076,2.119,3.077
19921216,19921222,25.842,23.781,1.595,27.182,2.567,298.886,368.415,10.809,94.679,2.147,2.19
19921223,19921231,26.716,24.8,1.456,27.866,2.543,251.225,387.556,9.982,94.92,3.684,2.837
19930101,19930107,26.625,24.145,1.449,28.113,2.577,257.122,386.255,9.331,95.098,2.494,1.553
19930108,19930114,27.776,24.782,1.909,29.715,3.274,319.069,372.84,15.498,95.059,1.117,2.136
19930115,19930121,26.081,23.636,2.569,27.684,3.198,297.766,370.866,11.767,95.034,3.425,2.595
19930122,19930128,27.176,24.911,1.928,28.701,2.744,270.87,377.462,11.492,94.823,3.775,2.003
19930129,19930204,27.283,24.285,2.208,29.425,3.676,323.146,360.946,14.819,95.302,1.829,2.636
19930205,19930211,22.884,20.137,2.674,24.962,3.365,290.458,337.507,13.479,95.268,2.881,2.431
19930212,19930218,28.594,25.267,1.985,31.182,3.792,328.141,358.358,20.496,95.162,0.429,2.257
19930219,19930225,27.007,24.583,2.65,28.893,3.646,279.926,364.369,18.58,95.456,0.548,3.095
19930226,19930304,23.846,22.148,1.488,25.23,2.207,190.499,370.179,9.581,95.468,3.252,2.611
19930305,19930311,25.766,23.737,1.727,27.484,2.867,228.599,372.812,10.995,95.182,2.413,2.538
19930312,19930318,26.819,25.149,1.409,28.269,2.323,174.133,396.916,7.691,94.965,5.01,1.705
19930319,19930325,25.252,23.033,1.899,27.333,2.846,228.608,363.303,10.957,95.483,0.492,2.606
19930326,19930401,24.895,23.273,2.285,26.518,2.81,184.693,366.848,11.18,95.173,0.65,3.189
19930402,19930408,15.455,14.166,2.285,16.744,2.804,150.955,329.399,6.001,95.514,1.053,2.478
19930409,19930415,21.036,18.582,2.66,23.514,3.778,195.954,326.903,11.993,94.91,0.519,2.98
19930416,19930422,18.237,16.621,2.31,19.993,2.699,144.105,343.056,7.439,95.46,0.584,2.513
19930423,19930429,20.181,18.195,2.348,22.421,3.316,161.568,338.498,8.337,95.405,0.038,2.665
19930430,19930506,18.831,17.238,1.762,20.714,2.494,141.533,329.373,7.612,94.971,1.885,2.685
19930507,19930513,14.339,12.684,2.056,16.294,2.928,119.461,316.83,5.109,94.985,0.536,1.665
19930514,19930520,15.74,13.565,2.712,18.453,4.136,152.362,299.881,7.778,95.401,0.009,2.735
19930521,19930527,10.853,9.348,1.949,12.788,2.614,117.029,295.319,4.597,95.747,3.135,2.145
19930528,19930603,8.492,6.625,2.55,10.892,3.811,136.631,263.449,6.014,95.399,0.02,2.905
19930604,19930610,11.747,10.484,1.739,13.382,2.594,101.833,310.631,5.121,95.614,0.338,2.646
19930611,19930617,9.759,8.326,1.961,11.765,2.703,115.997,291.915,5.118,95.701,0.045,2.141
19930618,19930624,11.168,9.046,3.049,14.139,4.341,130.696,282.152,6.071,95.483,0.013,1.911
19930625,19930701,13.743,11.613,2.709,16.725,3.635,129.346,296.106,5.392,94.871,0.008,2.386
19930702,19930708,8.526,7.008,2.077,10.651,2.949,107.501,288.642,5.228,95.455,0.251,2.12
19930709,19930715,6.635,4.579,2.532,9.465,3.727,135.892,253.977,6.392,96.272,0.16,2.387
19930716,19930722,12.652,9.499,3.434,16.705,5.159,154.608,280.616,9.435,95.44,0.0,2.055
19930723,19930729,9.088,7.181,2.413,11.341,3.62,158.903,266.543,8.616,96.049,0.0,3.042
19930730,19930805,9.275,6.362,3.152,12.717,4.884,175.574,258.65,10.249,95.938,0.0,2.585
19930806,19930812,11.053,7.731,3.811,14.98,5.555,188.492,263.972,12.605,95.853,0.0,2.005
19930813,19930819,14.044,11.169,3.219,17.443,4.844,206.299,268.031,14.99,96.032,0.0,2.931
19930820,19930826,19.0,15.56,3.816,22.923,5.956,217.53,293.58,17.513,95.593,0.0,2.215
19930827,19930902,11.384,8.761,3.246,14.061,4.125,197.606,285.622,9.999,95.642,0.667,2.68
19930903,19930909,16.742,13.226,3.391,20.258,5.095,246.093,282.784,16.374,95.525,0.011,2.846
19930910,19930916,21.952,18.66,2.913,25.214,4.739,256.256,307.349,22.096,95.633,0.097,2.823
19930917,19930923,14.024,12.312,1.75,15.599,2.694,177.254,309.621,7.622,95.357,1.307,2.369
19930924,19930930,13.834,10.932,3.254,16.505,4.19,242.902,292.56,10.905,95.62,0.655,2.023
19931001,19931007,17.019,14.014,2.676,19.784,3.736,253.479,309.855,11.66,95.937,1.203,2.451
19931008,19931014,26.813,22.955,3.261,29.963,5.175,319.444,332.961,25.25,95.316,0.081,2.455
19931015,19931021,21.37,19.11,2.718,23.129,3.467,270.167,329.388,15.122,94.924,0.399,3.089
19931022,19931028,18.386,15.876,2.467,20.338,3.412,252.845,333.838,11.201,95.532,1.08,3.228
19931029,19931104,22.607,19.613,2.99,24.86,4.277,295.939,336.375,15.483,95.219,2.814,2.988
19931105,19931111,25.165,21.915,3.025,27.486,4.596,360.582,333.266,20.934,94.989,0.601,2.482
19931112,19931118,19.89,17.03,2.365,21.812,3.61,287.903,330.02,10.73,95.193,3.025,2.449
19931119,19931125,23.612,22.282,1.33,24.484,2.199,230.113,370.227,8.79,94.999,5.62,2.407
19931126,19931202,21.871,18.385,3.085,24.155,4.118,352.673,321.185,13.542,94.861,0.958,2.704
19931203,19931209,26.723,23.538,2.491,28.81,4.015,358.933,351.937,18.643,94.903,0.839,2.61
19931210,19931216,26.974,24.401,2.302,28.66,3.696,341.455,361.31,17.717,94.927,0.775,2.833
19931217,19931223,28.867,25.353,2.855,31.11,4.396,357.092,356.601,24.519,95.102,0.914,2.942
19931224,19931231,26.827,24.154,2.227,28.43,3.325,325.562,353.256,16.665,95.067,3.796,2.253
19940101,19940107,26.406,24.39,1.16,27.615,2.464,257.051,381.998,10.7,95.159,4.114,2.326
19940108,19940114,27.997,24.698,2.446,30.146,3.588,338.296,362.699,19.413,95.081,0.799,2.469
19940115,19940121,26.292,24.49,2.121,27.473,2.786,259.562,376.008,13.394,95.011,3.147,2.191
19940122,19940128,25.892,22.926,2.546,27.903,3.461,297.242,359.269,15.633,95.001,1.841,2.684
