ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
156,USTAR_VUT,USTAR_PERCENTILE,48.75,2010
156,USTAR_VUT,USTAR_THRESHOLD,0.33944,2010
157,USTAR_VUT,USTAR_PERCENTILE,50.00,2010
157,USTAR_VUT,USTAR_THRESHOLD,0.341067,2010
158,USTAR_VUT,USTAR_PERCENTILE,51.25,2010
158,USTAR_VUT,USTAR_THRESHOLD,0.342233,2010
159,USTAR_VUT,USTAR_PERCENTILE,53.75,2010
159,USTAR_VUT,USTAR_THRESHOLD,0.345125,2010
160,USTAR_VUT,USTAR_PERCENTILE,56.25,2010
160,USTAR_VUT,USTAR_THRESHOLD,0.351132,2010
161,USTAR_VUT,USTAR_PERCENTILE,58.75,2010
161,USTAR_VUT,USTAR_THRESHOLD,0.360208,2010
162,USTAR_VUT,USTAR_PERCENTILE,61.25,2010
162,USTAR_VUT,USTAR_THRESHOLD,0.364012,2010
163,USTAR_VUT,USTAR_PERCENTILE,63.75,2010
163,USTAR_VUT,USTAR_THRESHOLD,0.370718,2010
164,USTAR_VUT,USTAR_PERCENTILE,66.25,2010
164,USTAR_VUT,USTAR_THRESHOLD,0.373604,2010
165,USTAR_VUT,USTAR_PERCENTILE,68.75,2010
165,USTAR_VUT,USTAR_THRESHOLD,0.378016,2010
166,USTAR_VUT,USTAR_PERCENTILE,71.25,2010
166,USTAR_VUT,USTAR_THRESHOLD,0.384684,2010
167,USTAR_VUT,USTAR_PERCENTILE,73.75,2010
167,USTAR_VUT,USTAR_THRESHOLD,0.396027,2010
168,USTAR_VUT,USTAR_PERCENTILE,76.25,2010
168,USTAR_VUT,USTAR_THRESHOLD,0.403295,2010
169,USTAR_VUT,USTAR_PERCENTILE,78.75,2010
169,USTAR_VUT,USTAR_THRESHOLD,0.407077,2010
170,USTAR_VUT,USTAR_PERCENTILE,81.25,2010
170,USTAR_VUT,USTAR_THRESHOLD,0.411524,2010
171,USTAR_VUT,USTAR_PERCENTILE,83.75,2010
171,USTAR_VUT,USTAR_THRESHOLD,0.415296,2010
172,USTAR_VUT,USTAR_PERCENTILE,86.25,2010
172,USTAR_VUT,USTAR_THRESHOLD,0.419765,2010
173,USTAR_VUT,USTAR_PERCENTILE,88.75,2010
173,USTAR_VUT,USTAR_THRESHOLD,0.429019,2010
174,USTAR_VUT,USTAR_PERCENTILE,91.25,2010
174,USTAR_VUT,USTAR_THRESHOLD,0.440043,2010
175,USTAR_VUT,USTAR_PERCENTILE,93.75,2010
175,USTAR_VUT,USTAR_THRESHOLD,0.453487,2010
176,USTAR_VUT,USTAR_PERCENTILE,96.25,2010
176,USTAR_VUT,USTAR_THRESHOLD,0.469729,2010
177,USTAR_VUT,USTAR_PERCENTILE,98.75,2010
177,USTAR_VUT,USTAR_THRESHOLD,0.531265,2010
178,USTAR_VUT,USTAR_PERCENTILE,1.25,2011
178,USTAR_VUT,USTAR_THRESHOLD,0.257751,2011
179,USTAR_VUT,USTAR_PERCENTILE,3.75,2011
179,USTAR_VUT,USTAR_THRESHOLD,0.261528,2011
180,USTAR_VUT,USTAR_PERCENTILE,6.25,2011
180,USTAR_VUT,USTAR_THRESHOLD,0.265261,2011
181,USTAR_VUT,USTAR_PERCENTILE,8.75,2011
181,USTAR_VUT,USTAR_THRESHOLD,0.267479,2011
182,USTAR_VUT,USTAR_PERCENTILE,11.25,2011
182,USTAR_VUT,USTAR_THRESHOLD,0.270879,2011
183,USTAR_VUT,USTAR_PERCENTILE,13.75,2011
183,USTAR_VUT,USTAR_THRESHOLD,0.272853,2011
184,USTAR_VUT,USTAR_PERCENTILE,16.25,2011
184,USTAR_VUT,USTAR_THRESHOLD,0.27519,2011
185,USTAR_VUT,USTAR_PERCENTILE,18.75,2011
185,USTAR_VUT,USTAR_THRESHOLD,0.277651,2011
186,USTAR_VUT,USTAR_PERCENTILE,21.25,2011
186,USTAR_VUT,USTAR_THRESHOLD,0.281105,2011
187,USTAR_VUT,USTAR_PERCENTILE,23.75,2011
187,USTAR_VUT,USTAR_THRESHOLD,0.282932,2011
188,USTAR_VUT,USTAR_PERCENTILE,26.25,2011
188,USTAR_VUT,USTAR_THRESHOLD,0.284573,2011
189,USTAR_VUT,USTAR_PERCENTILE,28.75,2011
189,USTAR_VUT,USTAR_THRESHOLD,0.286436,2011
190,USTAR_VUT,USTAR_PERCENTILE,31.25,2011
190,USTAR_VUT,USTAR_THRESHOLD,0.288296,2011
191,USTAR_VUT,USTAR_PERCENTILE,33.75,2011
191,USTAR_VUT,USTAR_THRESHOLD,0.295001,2011
192,USTAR_VUT,USTAR_PERCENTILE,36.25,2011
192,USTAR_VUT,USTAR_THRESHOLD,0.298939,2011
193,USTAR_VUT,USTAR_PERCENTILE,38.75,2011
193,USTAR_VUT,USTAR_THRESHOLD,0.306841,2011
194,USTAR_VUT,USTAR_PERCENTILE,41.25,2011
194,USTAR_VUT,USTAR_THRESHOLD,0.315473,2011
195,USTAR_VUT,USTAR_PERCENTILE,43.75,2011
195,USTAR_VUT,USTAR_THRESHOLD,0.327238,2011
196,USTAR_VUT,USTAR_PERCENTILE,46.25,2011
196,USTAR_VUT,USTAR_THRESHOLD,0.330648,2011
197,USTAR_VUT,USTAR_PERCENTILE,48.75,2011
197,USTAR_VUT,USTAR_THRESHOLD,0.33944,2011
198,USTAR_VUT,USTAR_PERCENTILE,50.00,2011
198,USTAR_VUT,USTAR_THRESHOLD,0.341067,2011
199,USTAR_VUT,USTAR_PERCENTILE,51.25,2011
199,USTAR_VUT,USTAR_THRESHOLD,0.342233,2011
200,USTAR_VUT,USTAR_PERCENTILE,53.75,2011
200,USTAR_VUT,USTAR_THRESHOLD,0.345125,2011
201,USTAR_VUT,USTAR_PERCENTILE,56.25,2011
201,USTAR_VUT,USTAR_THRESHOLD,0.351132,2011
202,USTAR_VUT,USTAR_PERCENTILE,58.75,2011
202,USTAR_VUT,USTAR_THRESHOLD,0.360208,2011
203,USTAR_VUT,USTAR_PERCENTILE,61.25,2011
203,USTAR_VUT,USTAR_THRESHOLD,0.364012,2011
204,USTAR_VUT,USTAR_PERCENTILE,63.75,2011
204,USTAR_VUT,USTAR_THRESHOLD,0.370718,2011
205,USTAR_VUT,USTAR_PERCENTILE,66.25,2011
205,USTAR_VUT,USTAR_THRESHOLD,0.373604,2011
206,USTAR_VUT,USTAR_PERCENTILE,68.75,2011
206,USTAR_VUT,USTAR_THRESHOLD,0.378016,2011
207,USTAR_VUT,USTAR_PERCENTILE,71.25,2011
207,USTAR_VUT,USTAR_THRESHOLD,0.384684,2011
208,USTAR_VUT,USTAR_PERCENTILE,73.75,2011
208,USTAR_VUT,USTAR_THRESHOLD,0.396027,2011
209,USTAR_VUT,USTAR_PERCENTILE,76.25,2011
209,USTAR_VUT,USTAR_THRESHOLD,0.403295,2011
210,USTAR_VUT,USTAR_PERCENTILE,78.75,2011
210,USTAR_VUT,USTAR_THRESHOLD,0.407077,2011
211,USTAR_VUT,USTAR_PERCENTILE,81.25,2011
211,USTAR_VUT,USTAR_THRESHOLD,0.411524,2011
212,USTAR_VUT,USTAR_PERCENTILE,83.75,2011
212,USTAR_VUT,USTAR_THRESHOLD,0.415296,2011
213,USTAR_VUT,USTAR_PERCENTILE,86.25,2011
213,USTAR_VUT,USTAR_THRESHOLD,0.419765,2011
214,USTAR_VUT,USTAR_PERCENTILE,88.75,2011
214,USTAR_VUT,USTAR_THRESHOLD,0.429019,2011
215,USTAR_VUT,USTAR_PERCENTILE,91.25,2011
215,USTAR_VUT,USTAR_THRESHOLD,0.440043,2011
216,USTAR_VUT,USTAR_PERCENTILE,93.75,2011
216,USTAR_VUT,USTAR_THRESHOLD,0.453487,2011
217,USTAR_VUT,USTAR_PERCENTILE,96.25,2011
217,USTAR_VUT,USTAR_THRESHOLD,0.469729,2011
218,USTAR_VUT,USTAR_PERCENTILE,98.75,2011
218,USTAR_VUT,USTAR_THRESHOLD,0.531265,2011
