TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19901120,27.981,26.236,0.754,29.228,1.623,268.715,423.136,10.593,99.428,3.268,2.695
19901121,25.6,24.335,1.168,26.504,2.483,236.479,403.777,8.603,99.624,8.824,1.948
19901122,25.584,23.733,1.32,26.906,2.853,327.072,367.523,12.525,99.875,0.0,3.191
19901123,25.933,23.822,2.44,27.441,3.111,271.282,392.819,11.779,99.776,0.0,1.952
19901124,26.523,24.765,1.2,27.778,2.038,250.682,408.214,9.469,99.858,1.486,1.506
19901125,26.067,24.378,1.286,27.273,2.042,257.282,403.896,7.777,99.634,4.208,1.581
19901126,24.756,23.2,1.515,25.867,2.041,141.328,399.435,8.234,99.253,3.816,4.021
19901127,21.263,19.721,1.222,22.365,3.057,340.406,327.023,11.029,99.977,0.0,2.614
19901128,21.442,18.863,2.462,23.285,3.835,338.782,325.167,11.839,99.965,0.0,2.107
19901129,23.016,19.925,2.57,25.224,4.505,339.898,335.638,12.846,99.625,0.0,1.521
19901130,26.058,22.317,3.928,28.731,4.813,309.847,376.696,15.727,99.548,0.0,2.312
19901201,27.109,25.058,2.438,28.574,3.96,305.532,398.832,14.37,99.583,0.0,1.888
19901202,27.726,24.934,1.642,29.721,1.979,241.139,418.607,13.134,99.36,7.992,3.227
19901203,22.288,20.297,2.661,23.71,3.65,314.816,354.227,11.084,100.199,6.734,3.666
19901204,25.981,23.577,3.279,27.697,3.881,294.337,391.816,12.613,99.85,0.0,1.981
19901205,27.764,25.79,0.923,29.174,2.277,244.129,420.196,9.808,99.502,1.735,2.322
19901206,27.3,25.519,0.613,28.573,1.645,225.268,421.431,8.467,99.216,12.291,3.357
19901207,24.682,23.693,1.084,25.388,2.675,250.131,395.109,9.184,99.737,1.715,3.069
19901208,25.463,23.979,2.383,26.522,3.442,316.055,375.608,12.912,99.809,0.0,3.642
19901209,26.587,25.02,0.449,27.706,1.52,184.41,422.394,9.094,99.477,2.713,2.765
19901210,25.653,24.467,0.571,26.5,0.933,197.051,419.001,6.894,98.951,15.715,3.903
19901211,23.542,22.348,1.284,24.395,2.85,241.906,400.214,8.244,99.27,0.957,2.703
19901212,25.039,22.594,2.134,26.64,2.906,265.079,393.766,11.195,99.166,2.339,1.885
19901213,20.684,20.911,1.075,20.535,1.344,119.729,390.75,5.962,99.312,36.551,2.782
19901214,21.617,18.964,2.016,23.356,3.333,317.748,349.062,9.928,99.921,0.0,1.928
19901215,23.31,20.176,2.588,25.363,4.212,341.417,349.598,11.386,99.891,0.0,1.103
19901216,25.85,22.606,3.277,27.975,4.282,339.512,369.167,13.041,99.953,0.0,1.646
19901217,29.117,26.466,2.846,30.854,3.62,291.53,412.621,16.2,99.43,0.0,2.919
19901218,25.893,26.522,2.533,25.482,1.889,145.295,402.728,10.171,99.41,13.24,2.59
19901219,23.41,21.504,1.433,24.659,3.331,340.355,349.619,10.705,99.656,0.0,2.187
19901220,24.619,21.68,2.564,26.544,4.253,348.278,350.165,12.42,99.513,0.0,1.88
19901221,27.596,24.563,2.991,29.582,4.162,307.801,396.084,13.525,99.152,0.0,2.115
19901222,28.955,26.957,0.79,30.264,1.585,283.822,419.06,11.532,99.231,4.484,2.5
19901223,27.632,25.555,1.099,28.993,1.908,222.617,424.27,8.75,99.748,5.702,1.125
19901224,25.764,24.07,1.655,26.874,1.773,238.824,415.595,6.453,99.824,8.457,2.343
19901225,25.135,23.061,3.022,26.495,4.174,322.75,389.368,11.084,99.82,0.0,3.03
19901226,28.247,25.731,2.264,29.895,3.57,298.747,407.19,14.306,99.519,0.0,1.455
19901227,29.186,26.981,1.262,30.631,2.639,278.651,419.841,13.937,99.393,0.0,1.929
19901228,23.009,23.672,2.608,22.574,1.187,207.282,387.76,8.332,100.014,4.95,4.331
19901229,21.155,19.605,2.369,22.17,3.88,349.675,319.402,11.741,100.42,0.0,3.73
19901230,24.769,21.758,2.925,26.742,4.421,307.648,364.9,13.956,99.983,0.0,1.798
19901231,26.941,23.679,2.498,29.079,4.002,334.207,378.116,16.207,99.756,0.0,1.498
19910101,27.947,25.01,1.684,29.871,3.355,244.217,401.714,16.703,99.412,0.0,1.88
19910102,26.537,24.932,0.524,27.588,1.608,175.777,414.573,11.396,99.353,2.5,1.261
19910103,25.783,23.902,1.244,27.014,1.944,259.917,406.215,8.328,99.506,6.171,1.771
19910104,27.101,24.937,1.408,28.519,3.181,334.791,374.865,15.429,99.714,0.0,3.264
19910105,26.731,24.412,2.654,28.25,4.438,339.077,365.979,16.867,99.703,0.0,2.235
19910106,28.087,25.817,1.738,29.575,2.802,259.109,408.923,14.864,99.624,0.0,1.231
19910107,27.488,26.113,0.606,28.39,1.354,233.096,419.45,10.115,99.644,7.071,1.088
19910108,28.405,26.087,1.309,30.061,2.112,263.386,419.784,11.267,99.715,4.426,1.057
19910109,29.589,26.887,1.837,31.519,2.646,257.269,425.839,14.91,99.644,1.451,1.367
19910110,27.788,26.394,0.69,28.784,1.388,232.228,419.393,9.784,99.471,5.516,1.467
19910111,27.424,25.579,1.452,28.742,2.842,319.888,391.685,13.874,99.386,0.0,3.261
19910112,25.925,24.297,1.808,27.088,3.292,328.933,360.369,15.998,99.376,0.0,3.269
19910113,25.58,23.611,1.65,26.986,3.219,336.954,358.547,15.518,99.24,0.0,2.609
19910114,26.113,23.379,2.245,28.065,3.036,279.216,381.813,14.326,99.199,0.0,1.803
19910115,27.345,24.062,2.349,29.69,3.701,334.139,372.477,17.656,99.196,0.0,1.753
19910116,25.669,23.337,1.132,27.334,2.409,284.489,370.081,15.783,99.647,0.0,3.486
19910117,22.657,20.591,1.933,24.133,3.347,344.259,315.057,15.689,100.215,0.0,2.883
19910118,24.927,21.499,2.655,27.376,4.65,341.834,333.911,17.808,100.023,0.0,2.024
19910119,27.821,23.55,4.018,30.872,4.972,302.702,383.963,18.889,99.897,0.0,1.377
19910120,30.749,27.6,2.925,32.997,3.446,287.159,412.401,22.52,99.531,0.315,2.236
19910121,29.915,27.39,2.435,31.719,2.06,233.579,427.021,18.423,99.341,3.949,3.9
19910122,25.699,24.143,2.692,26.811,3.368,232.372,415.093,9.547,99.696,5.902,2.136
19910123,28.169,26.196,1.258,29.578,2.345,266.464,410.588,12.961,99.756,0.0,1.542
19910124,26.172,25.085,0.605,26.948,1.024,192.401,414.984,8.578,99.679,6.461,1.497
19910125,24.756,24.013,0.69,25.287,1.399,152.819,411.28,7.516,99.54,7.203,2.372
19910126,23.956,22.364,1.623,25.094,2.659,269.317,375.416,12.115,99.51,0.084,3.912
19910127,24.461,22.415,2.109,25.922,3.544,315.937,360.001,13.42,99.46,0.0,2.558
19910128,27.08,24.109,2.71,29.202,3.86,311.884,383.222,16.325,99.322,0.0,1.649
19910129,27.447,25.531,0.645,28.816,1.343,233.648,418.462,10.932,99.004,30.56,2.922
19910130,23.24,22.554,1.887,23.731,2.994,302.142,382.426,9.971,99.009,42.762,3.448
19910131,23.111,21.819,0.992,24.033,2.263,233.071,382.156,10.55,99.355,0.0,2.862
19910201,23.772,20.82,1.901,25.88,3.397,323.86,356.19,11.414,99.685,0.0,1.291
19910202,25.321,21.86,2.51,27.793,3.726,322.577,361.589,13.502,99.861,0.0,1.463
19910203,26.295,23.428,2.387,28.343,3.457,284.126,386.487,13.584,99.816,0.0,1.335
19910204,26.033,24.24,1.056,27.314,2.107,258.012,396.883,9.758,99.82,2.283,1.357
19910205,26.186,23.847,1.746,27.857,2.61,266.362,392.962,10.922,99.862,1.437,1.658
19910206,26.588,23.9,2.134,28.507,3.144,300.665,381.053,13.393,99.889,0.623,2.27
19910207,26.757,24.61,1.35,28.29,2.596,281.99,392.418,13.387,99.665,1.657,2.297
19910208,24.971,23.417,0.665,26.08,1.678,241.901,397.604,7.372,99.423,10.266,1.227
19910209,25.477,23.053,1.805,27.208,2.607,270.42,390.868,9.797,99.323,2.588,1.516
19910210,26.154,24.122,1.232,27.605,1.854,252.205,395.495,9.845,99.42,4.271,1.709
19910211,27.095,24.95,1.206,28.627,2.061,266.835,401.443,11.329,99.674,3.816,1.509
19910212,25.525,23.825,1.166,26.847,1.824,268.544,389.342,10.584,99.672,2.738,1.751
19910213,24.254,22.338,1.582,25.875,2.332,299.737,358.226,12.938,99.81,0.0,2.759
19910214,21.391,20.195,1.382,22.402,1.998,312.438,328.454,12.48,100.189,0.0,2.992
19910215,19.668,16.736,2.515,22.149,3.436,316.965,308.988,11.69,100.313,0.0,1.527
19910216,21.546,17.809,3.62,24.708,4.001,313.742,323.963,12.609,100.099,0.0,1.252
19910217,24.136,20.493,3.521,27.22,3.853,297.0,353.6,14.498,99.821,0.0,1.502
19910218,25.987,22.476,2.931,28.957,3.771,299.765,367.927,16.623,99.556,0.0,1.45
19910219,27.215,23.568,3.339,30.3,4.214,307.528,361.698,19.127,99.549,0.0,1.736
19910220,28.753,25.804,2.964,31.249,4.146,247.33,390.973,21.554,99.692,0.0,1.819
19910221,29.245,27.009,1.261,31.136,2.277,233.39,419.05,17.985,99.698,0.428,1.91
19910222,25.79,24.299,0.627,27.052,1.67,174.282,409.087,7.823,99.936,6.526,1.948
19910223,23.997,22.296,1.521,25.436,3.388,300.084,343.138,13.644,100.433,0.0,3.524
19910224,25.062,21.799,3.364,27.822,4.823,302.478,342.89,15.89,100.225,0.0,1.84
19910225,27.827,24.078,3.841,30.999,4.327,263.754,395.639,16.539,99.825,0.0,1.125
19910226,28.954,26.631,1.869,30.92,2.376,234.042,410.996,15.468,99.524,1.376,1.62
19910227,30.164,27.057,2.389,32.794,3.464,289.056,395.581,22.057,99.333,0.0,2.48
19910228,27.727,26.494,0.85,28.771,1.215,169.717,422.446,10.659,99.411,6.701,3.063
19910301,26.133,24.765,0.964,27.29,1.595,183.589,416.942,7.395,99.497,7.321,2.402
19910302,26.701,25.056,0.795,28.093,1.779,218.131,413.319,9.626,99.384,3.395,1.765
19910303,26.177,24.566,1.384,27.54,1.526,218.682,408.434,9.138,99.544,2.251,1.066
19910304,28.164,25.784,2.302,30.177,3.134,279.574,392.819,16.277,99.895,0.0,2.597
19910305,26.999,25.238,1.903,28.489,3.351,267.52,375.889,16.076,99.9,0.0,2.888
19910306,27.411,24.876,2.544,29.555,3.408,256.523,390.75,16.828,99.449,0.0,1.348
19910307,28.367,26.305,2.184,30.112,2.983,253.4,401.568,15.784,99.454,0.159,1.972
19910308,28.281,26.72,1.328,29.602,1.956,198.177,414.911,13.173,99.688,2.222,2.485
19910309,27.89,26.404,0.649,29.146,1.397,204.514,423.244,9.854,99.937,6.116,1.902
19910310,25.44,24.356,0.523,26.357,0.749,184.884,411.896,5.422,100.019,8.546,1.077
19910311,25.652,24.129,1.158,26.941,1.721,192.775,415.376,7.368,99.823,4.278,0.807
19910312,24.337,23.606,0.466,24.955,0.562,148.296,409.972,4.905,99.57,8.658,1.044
19910313,24.839,23.365,1.191,26.087,2.009,202.366,406.179,6.276,99.477,5.145,1.366
19910314,25.992,24.209,2.148,27.5,2.719,218.27,398.304,11.908,99.645,0.0,2.475
19910315,26.893,25.611,1.679,28.073,2.475,214.201,408.125,14.153,99.744,0.0,2.415
19910316,25.205,24.314,0.783,26.024,0.976,173.466,411.275,7.222,99.722,10.799,1.285
19910317,23.176,22.325,0.402,23.959,0.751,120.517,407.177,4.103,99.585,9.672,0.881
19910318,23.955,22.161,1.468,25.606,2.357,207.172,393.799,7.578,99.373,4.968,1.079
19910319,25.367,22.718,2.602,27.805,3.262,246.138,379.453,11.03,99.401,0.0,1.033
19910320,26.263,23.867,2.112,28.467,2.924,200.76,397.388,11.902,99.57,0.0,1.365
19910321,26.838,24.635,2.215,28.865,2.892,220.168,405.638,11.479,99.702,0.0,1.468
19910322,27.205,25.263,1.928,28.991,3.134,239.281,395.398,14.057,99.595,0.0,1.862
19910323,27.428,25.095,1.847,29.574,2.961,230.575,398.08,13.874,99.516,0.0,1.642
19910324,27.746,25.059,2.417,30.218,3.45,232.099,397.801,15.098,99.635,0.0,1.13
19910325,27.332,25.127,1.139,29.361,2.228,184.578,411.109,12.32,99.988,1.522,1.999
19910326,23.812,22.607,1.344,24.92,2.372,244.786,354.761,12.964,100.549,0.0,4.292
19910327,21.813,20.161,2.192,23.332,3.335,247.775,330.213,12.138,100.428,0.0,3.235
19910328,23.338,21.156,2.622,25.346,3.679,227.426,355.394,13.279,100.054,0.0,2.039
19910329,24.809,22.695,2.981,26.754,3.557,214.592,381.004,14.114,99.779,0.0,1.46
19910330,26.368,24.314,1.592,28.257,2.639,199.759,395.907,15.747,99.742,0.0,1.555
19910331,25.734,23.819,1.812,27.495,2.416,197.047,389.201,13.613,99.782,0.063,1.967
19910401,22.844,21.142,1.596,24.409,3.019,238.406,336.917,12.488,100.013,0.0,1.869
19910402,22.675,19.806,3.052,25.315,4.368,237.545,333.28,13.353,100.064,0.0,1.372
19910403,24.685,22.058,3.928,27.102,4.415,214.235,367.165,14.727,100.213,0.0,1.416
19910404,24.383,23.029,1.391,25.628,2.735,218.2,363.832,13.61,100.607,0.0,3.566
19910405,22.927,21.049,2.304,24.804,3.516,231.998,337.766,13.149,100.481,0.0,2.643
19910406,25.015,22.585,2.359,27.445,2.397,161.313,396.349,11.324,99.859,2.38,2.104
19910407,23.234,22.78,0.811,23.688,1.282,93.642,400.731,6.688,99.643,7.748,2.434
19910408,23.784,21.828,2.389,25.741,2.914,173.776,388.8,8.452,99.866,0.0,1.242
19910409,26.741,24.972,2.195,28.51,2.328,185.473,413.679,10.486,99.742,1.416,2.266
19910410,26.307,25.268,1.032,27.437,0.531,140.758,407.062,9.443,99.642,3.916,2.526
19910411,25.34,23.299,2.0,27.558,2.665,169.7,405.94,8.5,99.679,2.747,1.189
19910412,24.351,22.802,0.71,26.036,1.235,149.195,406.919,5.591,99.63,7.974,1.214
19910413,23.895,22.821,0.856,25.061,1.561,113.708,410.327,5.736,99.459,5.505,1.364
19910414,25.608,23.825,1.963,27.547,2.235,156.459,405.136,8.981,99.407,0.461,1.804
19910415,26.587,24.961,1.471,28.353,1.842,171.164,405.51,9.857,99.548,2.193,2.499
19910416,27.443,25.93,1.837,29.088,1.946,168.445,411.348,11.125,99.393,0.0,3.21
19910417,26.451,24.577,1.711,28.489,1.159,144.359,418.058,10.272,98.886,25.001,4.722
19910418,16.901,16.231,1.734,17.63,1.614,189.518,320.444,8.206,99.868,8.172,3.835
19910419,14.175,12.614,1.75,15.871,2.81,214.079,274.095,8.654,100.905,0.0,2.334
19910420,15.3,13.141,3.114,17.648,3.838,211.927,283.034,8.857,100.96,0.0,1.838
19910421,19.222,16.342,4.134,22.352,4.618,203.152,322.286,8.88,100.544,0.0,1.888
19910422,22.591,20.435,2.881,24.934,3.72,180.585,368.753,9.007,100.21,0.0,1.68
19910423,22.628,21.454,0.708,23.904,1.326,101.594,405.121,4.769,99.858,36.276,2.218
19910424,19.581,18.86,0.733,20.364,1.254,128.401,379.414,6.237,99.912,0.494,2.979
19910425,18.322,17.534,1.315,19.18,1.147,64.364,377.867,5.851,99.883,0.616,1.366
19910426,18.965,18.748,0.412,19.202,0.566,23.86,397.653,3.491,99.846,3.381,0.965
19910427,19.865,18.739,0.937,21.089,1.572,98.361,382.761,4.701,100.021,1.179,0.713
19910428,20.237,18.086,2.775,22.574,3.349,187.915,345.077,7.492,100.144,0.0,1.399
19910429,21.346,18.993,2.028,23.903,3.306,185.959,350.855,7.701,100.179,0.0,1.528
19910430,22.872,20.533,2.423,25.414,3.146,183.978,360.807,9.065,100.052,0.0,2.076
19910501,22.75,21.127,1.338,24.513,2.314,156.894,366.906,8.972,99.984,0.0,2.305
19910502,22.717,20.7,2.073,24.91,2.793,152.632,372.034,8.79,99.875,0.0,1.751
19910503,24.088,22.352,1.937,25.976,2.806,158.634,380.559,10.098,99.556,0.0,2.235
19910504,21.652,21.297,1.603,22.038,0.448,33.997,404.729,5.449,99.568,20.31,3.02
19910505,15.896,15.116,1.585,16.743,1.624,170.141,318.02,6.335,100.532,3.457,3.776
19910506,13.913,12.275,1.998,15.693,2.983,181.547,282.086,6.74,100.724,0.0,2.362
19910507,15.25,13.438,2.463,17.22,3.66,169.575,308.378,6.101,100.562,0.0,1.523
19910508,16.301,14.085,2.258,18.709,3.434,146.844,328.802,5.381,100.517,0.0,1.155
19910509,17.561,15.103,2.614,20.232,3.74,172.728,320.71,6.15,100.566,0.0,1.229
19910510,18.081,15.594,1.807,20.785,3.612,171.329,314.786,7.423,100.54,0.0,1.569
19910511,17.91,15.656,2.635,20.359,3.901,172.269,310.537,8.099,100.341,0.0,1.961
19910512,19.129,17.582,2.33,20.81,2.658,92.289,356.283,6.822,100.102,7.984,2.31
19910513,17.17,17.582,1.098,16.722,0.412,4.716,383.961,3.758,99.954,51.665,1.476
19910514,17.385,16.655,1.049,18.247,1.311,83.935,380.028,4.538,100.087,0.576,1.621
19910515,16.7,15.933,1.084,17.606,1.378,77.676,367.0,4.349,100.125,0.767,1.358
19910516,17.411,16.551,1.337,18.427,1.607,69.666,369.195,4.78,100.341,0.199,0.88
19910517,18.043,16.264,1.877,20.145,3.092,162.211,324.891,5.834,100.369,0.0,1.632
19910518,20.318,18.52,2.17,22.444,2.895,159.929,339.401,6.986,100.305,0.0,2.355
19910519,21.997,20.684,1.424,23.549,2.419,156.801,357.106,8.179,100.26,0.0,2.687
19910520,22.069,21.236,0.637,23.054,0.943,90.706,382.082,6.249,100.242,1.478,2.367
19910521,23.037,21.581,1.026,24.758,2.151,137.135,387.307,7.868,99.824,8.768,2.825
19910522,16.526,17.312,2.481,15.598,0.434,21.121,380.111,4.039,99.786,15.212,3.544
19910523,14.733,13.316,2.298,16.407,2.987,138.547,315.86,5.271,100.433,0.0,0.868
19910524,16.793,14.96,3.106,18.959,3.389,151.446,319.683,5.844,100.015,0.0,2.164
19910525,19.019,18.3,1.195,19.868,1.636,55.077,389.88,5.05,99.949,9.813,1.441
19910526,22.493,21.687,2.402,23.446,2.298,113.981,386.899,8.264,99.556,5.078,3.747
19910527,25.572,24.673,1.693,26.729,2.075,144.305,388.42,12.038,99.478,0.0,4.095
19910528,26.119,25.698,0.349,26.661,0.788,99.236,409.329,9.997,99.657,0.528,4.205
19910529,25.988,24.99,0.676,27.272,1.666,143.716,388.744,11.887,99.786,0.0,3.777
19910530,23.91,22.729,0.978,25.428,1.995,143.784,371.133,10.092,100.216,0.0,2.447
19910531,21.744,20.151,1.017,23.793,2.402,147.416,346.107,8.741,100.288,0.0,2.31
19910601,21.737,20.078,2.328,23.871,3.087,143.097,356.236,8.876,100.122,0.0,2.104
19910602,23.267,22.214,1.471,24.62,2.065,116.058,376.823,10.12,99.849,0.0,3.286
19910603,21.109,20.163,2.535,22.326,1.946,73.743,379.773,8.263,99.675,20.34,3.761
19910604,18.593,18.406,0.974,18.833,0.749,14.865,401.269,3.096,99.793,40.78,1.206
19910605,19.891,19.465,0.523,20.439,0.577,28.601,413.712,3.518,99.525,19.649,2.07
19910606,14.739,14.504,3.05,15.041,0.545,129.326,322.204,5.475,100.691,0.202,4.148
19910607,10.866,9.736,1.329,12.318,2.176,145.976,272.77,5.568,101.329,0.0,2.812
19910608,11.332,9.724,2.2,13.399,3.086,148.26,268.602,5.324,101.363,0.0,2.332
19910609,11.813,10.176,1.841,13.918,3.154,144.548,275.334,4.759,101.172,0.0,2.076
19910610,14.375,11.995,4.12,17.435,4.422,140.722,314.007,4.991,100.818,0.0,1.679
19910611,17.579,16.103,1.558,19.477,2.539,105.316,344.916,5.512,100.626,0.0,1.511
19910612,18.627,17.177,2.325,20.492,2.293,93.611,378.303,5.819,100.637,0.0,1.44
19910613,18.884,17.745,1.376,20.349,2.47,110.146,355.726,5.334,100.507,0.798,1.491
19910614,20.644,19.174,1.544,22.533,2.387,98.041,368.336,6.28,100.181,0.099,1.936
19910615,20.091,18.652,1.044,21.94,2.452,132.646,348.75,6.796,100.091,0.0,1.983
19910616,19.452,18.156,1.705,21.12,2.633,111.722,367.235,6.254,99.936,4.229,1.519
19910617,19.726,19.268,1.177,20.316,1.096,48.923,386.567,4.255,99.529,20.283,2.367
19910618,22.183,21.076,0.721,23.608,0.829,80.247,395.585,6.6,98.909,38.436,4.556
19910619,15.611,14.851,1.884,16.59,1.806,112.613,332.613,4.716,99.276,37.235,3.247
19910620,14.154,13.066,0.976,15.553,1.117,38.007,331.5,3.852,99.61,4.181,2.206
19910621,12.757,11.715,1.009,14.097,2.234,130.781,298.073,4.665,100.417,0.0,1.806
19910622,11.965,10.584,1.054,13.739,1.974,88.929,297.23,4.628,100.495,0.0,1.856
19910623,10.357,8.79,1.174,12.373,2.521,144.424,262.787,5.033,101.192,0.0,1.706
19910624,9.134,7.054,2.519,11.809,3.946,146.491,255.623,4.684,100.888,0.0,1.502
19910625,14.307,12.482,5.733,16.653,4.991,138.51,307.262,5.068,100.298,0.0,2.11
19910626,21.832,20.523,2.513,23.516,2.586,123.179,374.724,6.937,99.948,0.79,3.246
19910627,19.592,19.624,3.991,19.552,1.747,18.059,388.354,5.497,99.946,43.71,4.048
19910628,13.279,12.446,1.488,14.349,1.322,125.462,315.999,4.82,100.748,0.182,2.237
19910629,12.172,10.385,2.633,14.47,3.385,137.526,288.923,5.283,100.871,0.0,1.617
19910630,12.95,10.872,2.092,15.621,3.468,139.403,297.605,5.055,101.02,0.0,1.516
19910701,13.575,11.781,1.553,15.882,3.109,141.978,291.019,5.3,100.785,0.0,1.646
19910702,14.439,12.87,2.206,16.457,3.205,142.15,293.954,5.331,100.47,0.0,1.448
19910703,13.125,11.222,1.963,15.571,2.986,140.083,295.906,4.854,100.675,0.0,2.093
19910704,9.108,8.281,1.537,10.171,2.47,144.194,257.323,4.975,100.926,0.0,2.627
19910705,11.868,10.266,3.052,13.928,3.582,143.703,289.029,5.765,100.534,1.661,1.958
19910706,13.319,12.326,1.034,14.595,1.618,80.263,345.654,4.094,100.596,5.299,1.277
19910707,14.323,13.346,2.399,15.578,2.722,107.107,348.817,3.807,100.505,0.225,1.637
19910708,18.642,16.94,2.575,20.83,2.992,110.36,357.021,5.671,100.039,0.442,1.833
19910709,21.115,20.087,1.617,22.437,1.606,97.396,379.838,7.542,99.55,4.368,2.893
19910710,16.569,16.841,2.634,16.219,0.313,58.775,372.264,4.285,99.817,13.222,3.165
19910711,10.739,10.446,0.923,11.115,1.212,124.406,304.296,5.186,100.662,0.0,2.002
19910712,10.657,9.868,0.959,11.671,1.231,75.141,318.323,5.477,100.961,0.0,2.136
19910713,6.895,5.744,1.113,8.375,2.048,149.768,247.791,4.573,101.343,0.0,1.643
19910714,7.133,5.327,2.511,9.268,3.24,151.847,250.776,4.946,101.389,0.0,1.832
19910715,10.215,8.294,3.801,12.485,4.447,146.079,281.711,5.231,101.07,0.0,1.52
19910716,16.621,14.515,4.31,19.111,4.157,132.588,353.571,5.498,100.571,0.0,1.602
19910717,22.354,20.87,2.883,24.108,2.653,135.977,375.497,8.359,100.037,0.16,4.038
19910718,18.699,19.261,5.611,18.034,2.502,33.26,358.175,6.772,99.973,20.029,3.756
19910719,16.709,15.029,5.847,18.694,4.623,124.612,352.675,4.869,100.078,0.489,2.12
19910720,23.768,22.725,1.206,25.0,1.633,145.465,375.649,10.631,99.796,0.0,4.225
19910721,17.19,17.853,5.749,16.406,2.889,11.764,388.23,5.446,100.153,29.034,3.807
19910722,11.079,10.733,0.568,11.487,0.829,50.092,345.403,4.231,100.996,4.434,3.46
19910723,9.108,7.576,1.306,10.918,2.464,156.305,263.5,4.89,101.061,0.0,1.588
19910724,9.571,7.065,3.329,12.532,3.862,161.63,261.935,5.239,100.761,0.0,1.916
19910725,13.546,11.341,3.774,16.153,4.369,161.317,286.915,5.931,100.567,0.0,1.984
19910726,18.006,16.464,2.245,19.829,2.919,159.368,313.708,8.785,100.374,0.0,3.27
19910727,21.653,20.187,1.616,23.385,2.207,156.896,339.392,10.651,100.281,0.0,3.952
19910728,22.374,21.253,1.068,23.698,2.068,157.766,341.499,12.002,100.082,0.0,4.269
19910729,23.224,22.074,1.469,24.583,2.176,155.827,357.199,12.264,99.821,0.0,4.304
19910730,20.725,19.616,3.912,22.035,2.419,63.772,385.636,8.755,99.703,21.59,4.343
19910731,14.671,14.016,0.469,15.444,1.207,49.086,354.05,3.628,100.058,10.75,2.204
19910801,8.962,9.114,3.799,8.782,0.618,167.384,264.986,5.69,101.295,0.0,3.751
19910802,5.094,3.411,2.307,7.083,2.975,174.757,229.884,5.338,101.996,0.0,1.775
19910803,7.665,5.614,3.327,10.088,3.594,174.864,247.558,5.561,101.417,0.0,2.101
19910804,12.45,10.576,3.199,14.487,2.999,113.934,324.872,5.84,100.369,7.573,2.181
19910805,14.647,14.009,0.757,15.34,0.916,33.193,369.079,3.28,100.0,30.957,1.052
19910806,14.141,13.551,0.713,14.783,1.211,47.012,370.229,3.158,99.988,6.668,1.664
19910807,14.316,12.992,1.51,15.756,2.055,127.215,335.691,4.385,99.934,0.22,1.707
19910808,16.07,14.456,3.023,17.825,3.521,122.009,348.579,4.952,99.598,0.0,1.31
19910809,16.362,15.338,0.865,17.475,1.519,115.806,358.889,5.426,99.712,0.0,2.225
19910810,12.509,12.19,0.784,12.856,1.319,70.776,350.998,5.539,100.675,0.2,2.786
19910811,13.046,11.819,0.976,14.379,1.61,113.3,326.654,5.766,101.132,0.199,1.885
19910812,12.624,10.534,2.279,14.895,3.378,183.247,281.598,5.326,101.026,0.0,1.916
19910813,14.983,12.406,3.85,17.785,4.317,180.842,307.795,5.629,100.95,0.0,1.242
19910814,21.246,18.865,4.107,23.833,4.169,178.938,349.538,7.666,100.768,0.0,2.571
19910815,23.4,22.323,0.834,24.571,1.885,174.623,359.909,10.325,100.78,0.0,4.025
19910816,22.374,21.392,0.74,23.441,1.799,183.265,342.165,10.612,100.862,0.0,4.147
19910817,20.912,19.715,1.192,22.213,2.282,187.993,322.459,10.844,100.849,0.0,3.898
19910818,20.498,18.982,1.274,22.147,2.653,185.497,321.559,10.848,100.87,0.0,2.969
19910819,21.129,19.344,1.59,23.069,2.633,188.5,329.137,11.067,100.747,0.0,3.288
19910820,21.198,19.173,1.555,23.399,3.026,190.67,332.287,10.598,100.759,0.0,2.476
19910821,21.392,19.173,2.986,23.803,3.851,189.83,341.96,10.046,100.691,0.0,2.064
19910822,23.552,21.893,1.714,25.354,2.682,186.168,363.746,11.917,100.399,0.0,3.015
19910823,23.378,21.739,1.353,25.16,2.236,179.304,370.428,10.784,100.566,0.0,1.859
19910824,21.76,19.495,2.612,24.221,3.841,192.658,356.111,8.199,100.499,0.0,1.357
19910825,23.033,20.597,2.302,25.68,3.432,197.389,349.653,10.81,100.12,0.0,2.039
19910826,22.873,20.234,0.952,25.742,2.472,146.606,377.584,10.241,100.027,2.767,2.576
19910827,19.447,18.724,1.147,20.232,1.502,72.148,396.084,4.163,100.459,7.442,1.677
19910828,21.528,20.076,2.212,23.106,2.94,146.565,394.866,6.409,100.393,0.152,1.179
19910829,22.577,20.698,2.276,24.618,2.332,154.964,390.106,6.311,100.118,2.112,1.145
19910830,24.881,22.508,2.386,27.461,3.304,168.261,391.023,9.515,100.068,0.478,1.393
19910831,24.58,22.552,1.466,26.784,2.522,163.607,393.737,8.665,100.467,0.953,2.645
19910901,20.224,19.262,2.245,21.27,3.227,180.74,372.499,7.277,100.774,4.675,4.47
19910902,22.538,20.941,1.887,24.274,2.295,183.816,378.454,8.499,100.528,0.0,2.601
19910903,23.155,21.577,1.557,24.871,2.387,208.063,362.887,10.216,100.564,0.0,2.369
19910904,23.464,21.749,1.887,25.329,2.651,213.546,352.066,11.259,100.263,0.0,2.815
