ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
178,USTAR_VUT,USTAR_PERCENTILE,1.25,2012
178,USTAR_VUT,USTAR_THRESHOLD,0.205886,2012
179,USTAR_VUT,USTAR_PERCENTILE,3.75,2012
179,USTAR_VUT,USTAR_THRESHOLD,0.21051,2012
180,USTAR_VUT,USTAR_PERCENTILE,6.25,2012
180,USTAR_VUT,USTAR_THRESHOLD,0.216447,2012
181,USTAR_VUT,USTAR_PERCENTILE,8.75,2012
181,USTAR_VUT,USTAR_THRESHOLD,0.2224,2012
182,USTAR_VUT,USTAR_PERCENTILE,11.25,2012
182,USTAR_VUT,USTAR_THRESHOLD,0.22722,2012
183,USTAR_VUT,USTAR_PERCENTILE,13.75,2012
183,USTAR_VUT,USTAR_THRESHOLD,0.234258,2012
184,USTAR_VUT,USTAR_PERCENTILE,16.25,2012
184,USTAR_VUT,USTAR_THRESHOLD,0.2368,2012
185,USTAR_VUT,USTAR_PERCENTILE,18.75,2012
185,USTAR_VUT,USTAR_THRESHOLD,0.240418,2012
186,USTAR_VUT,USTAR_PERCENTILE,21.25,2012
186,USTAR_VUT,USTAR_THRESHOLD,0.245655,2012
187,USTAR_VUT,USTAR_PERCENTILE,23.75,2012
187,USTAR_VUT,USTAR_THRESHOLD,0.253526,2012
188,USTAR_VUT,USTAR_PERCENTILE,26.25,2012
188,USTAR_VUT,USTAR_THRESHOLD,0.257945,2012
189,USTAR_VUT,USTAR_PERCENTILE,28.75,2012
189,USTAR_VUT,USTAR_THRESHOLD,0.261058,2012
190,USTAR_VUT,USTAR_PERCENTILE,31.25,2012
190,USTAR_VUT,USTAR_THRESHOLD,0.263787,2012
191,USTAR_VUT,USTAR_PERCENTILE,33.75,2012
191,USTAR_VUT,USTAR_THRESHOLD,0.265328,2012
192,USTAR_VUT,USTAR_PERCENTILE,36.25,2012
192,USTAR_VUT,USTAR_THRESHOLD,0.267806,2012
193,USTAR_VUT,USTAR_PERCENTILE,38.75,2012
193,USTAR_VUT,USTAR_THRESHOLD,0.269938,2012
194,USTAR_VUT,USTAR_PERCENTILE,41.25,2012
194,USTAR_VUT,USTAR_THRESHOLD,0.27178,2012
195,USTAR_VUT,USTAR_PERCENTILE,43.75,2012
195,USTAR_VUT,USTAR_THRESHOLD,0.275227,2012
196,USTAR_VUT,USTAR_PERCENTILE,46.25,2012
196,USTAR_VUT,USTAR_THRESHOLD,0.275903,2012
197,USTAR_VUT,USTAR_PERCENTILE,48.75,2012
197,USTAR_VUT,USTAR_THRESHOLD,0.277331,2012
198,USTAR_VUT,USTAR_PERCENTILE,50.00,2012
198,USTAR_VUT,USTAR_THRESHOLD,0.278628,2012
199,USTAR_VUT,USTAR_PERCENTILE,51.25,2012
199,USTAR_VUT,USTAR_THRESHOLD,0.279589,2012
200,USTAR_VUT,USTAR_PERCENTILE,53.75,2012
200,USTAR_VUT,USTAR_THRESHOLD,0.280784,2012
201,USTAR_VUT,USTAR_PERCENTILE,56.25,2012
201,USTAR_VUT,USTAR_THRESHOLD,0.282461,2012
202,USTAR_VUT,USTAR_PERCENTILE,58.75,2012
202,USTAR_VUT,USTAR_THRESHOLD,0.284026,2012
203,USTAR_VUT,USTAR_PERCENTILE,61.25,2012
203,USTAR_VUT,USTAR_THRESHOLD,0.285142,2012
204,USTAR_VUT,USTAR_PERCENTILE,63.75,2012
204,USTAR_VUT,USTAR_THRESHOLD,0.286479,2012
205,USTAR_VUT,USTAR_PERCENTILE,66.25,2012
205,USTAR_VUT,USTAR_THRESHOLD,0.287474,2012
206,USTAR_VUT,USTAR_PERCENTILE,68.75,2012
206,USTAR_VUT,USTAR_THRESHOLD,0.288508,2012
207,USTAR_VUT,USTAR_PERCENTILE,71.25,2012
207,USTAR_VUT,USTAR_THRESHOLD,0.291146,2012
208,USTAR_VUT,USTAR_PERCENTILE,73.75,2012
208,USTAR_VUT,USTAR_THRESHOLD,0.292759,2012
209,USTAR_VUT,USTAR_PERCENTILE,76.25,2012
209,USTAR_VUT,USTAR_THRESHOLD,0.294037,2012
210,USTAR_VUT,USTAR_PERCENTILE,78.75,2012
210,USTAR_VUT,USTAR_THRESHOLD,0.29662,2012
211,USTAR_VUT,USTAR_PERCENTILE,81.25,2012
211,USTAR_VUT,USTAR_THRESHOLD,0.299836,2012
212,USTAR_VUT,USTAR_PERCENTILE,83.75,2012
212,USTAR_VUT,USTAR_THRESHOLD,0.303234,2012
213,USTAR_VUT,USTAR_PERCENTILE,86.25,2012
213,USTAR_VUT,USTAR_THRESHOLD,0.306201,2012
214,USTAR_VUT,USTAR_PERCENTILE,88.75,2012
214,USTAR_VUT,USTAR_THRESHOLD,0.31021,2012
215,USTAR_VUT,USTAR_PERCENTILE,91.25,2012
215,USTAR_VUT,USTAR_THRESHOLD,0.315388,2012
216,USTAR_VUT,USTAR_PERCENTILE,93.75,2012
216,USTAR_VUT,USTAR_THRESHOLD,0.322961,2012
217,USTAR_VUT,USTAR_PERCENTILE,96.25,2012
217,USTAR_VUT,USTAR_THRESHOLD,0.338349,2012
218,USTAR_VUT,USTAR_PERCENTILE,98.75,2012
218,USTAR_VUT,USTAR_THRESHOLD,0.355937,2012
